"","licence_numbers","business_name","name_of_license","premise_address","postcodes","lat","long"
"1","B02008E000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","845 YISHUN STREET 81 #01-184, S(760845)","760845",1.4160254,103.8349534
"2","B02011P000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","524A JELAPANG ROAD #03-13/18, GREENRIDGE SHOPPING CENTRE S(671524)","671524",1.38537108333333,103.76617882553
"3","B02012N000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","768 WOODLANDS AVENUE 6 #01-34, WOODLANDS MART S(730768)","730768",1.44572145,103.79801785
"4","B02015J000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","122 ANG MO KIO AVENUE 3 #01-1753,#01-1757,#01-1755, S(560122)","560122",1.3702891,103.8434139
"5","B02017C000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","301 WOODLANDS STREET 31 #01-217, S(730301)","730301",1.4315023,103.7737451
"6","B02020N000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JELEBU ROAD #02-20,#01-15, BUKIT PANJANG PLAZA S(677743)","677743",1.37990744,103.764328138866
"7","B02021L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","30 SEMBAWANG DRIVE #B1-01-03, SUN PLAZA S(757713)","757713",50.356627,15.4524885781263
"8","B02022K000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","71 WOODLANDS AVENUE 3 #01-01, MARSILING MRT STATION S(739044)","739044",1.43264,103.77429
"9","B02024E000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","888 WOODLANDS DRIVE 50 #01-757, 888 PLAZA S(730888)","730888",1.4377962,103.7952803
"10","B02025C000","fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","414 YISHUN RING ROAD #01-1853, S(760414)","760414",1.4249805,103.846478
"11","B02026B000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","445 FAJAR ROAD #01-536, S(670445)","670445",1.38362026666667,103.770698061757
"12","B02032E000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","161 ANG MO KIO AVENUE 4 #01-504, S(560161)","560161",1.3742656,103.8392817
"13","B02034B000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","30 WOODLANDS AVENUE 1, WOODGROVE S(739065)","739065",49.702074,13.5786309931013
"14","B02035A000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","548 WOODLANDS DRIVE 44 #01-37/38, VISTA POINT S(730548)","730548",1.43077365,103.79405085
"15","B02037X000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","883 WOODLANDS STREET 82 #01-498, WOODLANDS NORTH PLAZA S(730883)","730883",1.44256975,103.79064725
"16","B02038P000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","925 YISHUN CENTRAL 1 #01-211, S(760925)","760925",1.427675375,103.8372288069
"17","B02039N000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","293 YISHUN STREET 22 #01-261, S(760293)","760293",49.49670205,15.2367949716397
"18","B02060V000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","256 BANGKIT ROAD #01-69, S(670256)","670256",1.3786855,103.7728973
"19","B02093B000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","301 YISHUN AVENUE 2 #01-02, YISHUN MRT STATION S(769093)","769093",1.42940815,103.83499895
"20","B02099L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","849 YISHUN RING ROAD #01-3703, S(760849)","760849",1.4171201,103.8353542
"21","B03074A000","The butcher","THE BUTCHER (SINGAPORE) PTE. LTD.","44 JALAN MERAH SAGA #01-50, S(278116)","278116",1.31166402142857,103.796792396315
"22","B03099C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","628 SENJA ROAD #01-01, S(670628)","670628",1.3850936,103.76035485
"23","B85098V000","HAO MART","HAO MART PTE. LTD.","239 YISHUN RING ROAD #01-1150, S(760239)","760239",1.433584,103.8396725
"24","B92077A000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","418 YISHUN AVENUE 11 #01-433, S(760418)","760418",1.4250761,103.8473487
"25","B98014C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","215 ANG MO KIO AVENUE 1 #01-877, S(560215)","560215",1.3666063,103.8415379
"26","B99041L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","1 ORCHID CLUB ROAD #01-34, ORCHID COUNTRY CLUB S(769162)","769162",1.41362576666667,103.846730974826
"27","C02024A000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 FIFTH AVENUE #01-05, GUTHRIE HOUSE S(268802)","268802",1.33073948,103.795693553535
"28","C02025V000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","293 HOLLAND ROAD, COLD STORAGE JELITA S(278628)","278628",1.3175575875,103.785886359498
"29","C02026X000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","2 JURONG EAST STREET 21 #01-100, IMM BUILDING S(609601)","609601",10.9275844,79.7396734333333
"30","C02033V000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","154A BUKIT BATOK WEST AVENUE 8 #01-01, S(651154)","651154",1.34760016666667,103.743795880128
"31","C02034X000","fairprice","NTUC FAIRPRICE CO-OPERATIVE LTD","587 BUKIT TIMAH ROAD, CORONATION PLAZA S(269707)","269707",1.3237563,103.8101748
"32","C02035P000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","451 CLEMENTI AVENUE 3 #01-307, S(120451)","120451",1.31261541666667,103.765666694052
"33","C02036N000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JALAN ANAK BUKIT #B2-01,#B1-01, BUKIT TIMAH PLAZA S(588996)","588996",1.338614545,103.778587350397
"34","C02037L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","135 JURONG EAST STREET 13 #01-337, S(600135)","600135",1.33387128333333,103.739951559509
"35","C02038K000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JURONG WEST CENTRAL 2 #B1-09, JURONG POINT S(648886)","648886",1.33982677894737,103.706073265246
"36","C02040A000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","63/66 YUNG KUANG ROAD, #01-119/02-119 S(610063) #01-119/02-119","610063",1.332079475,103.722473881939
"37","C02041V000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","399 YUNG SHENG ROAD, #01-43A & 01-35 S(610399) #01-43A & 01-35","610399",1.33454795833333,103.720431175031
"38","C02046K000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 BUKIT BATOK CENTRAL LINK #B1-01, WEST MALL S(658713)","658713",1.35000227857143,103.749222330531
"39","C02047J000","U Stars Supermarket","U STARS SUPERMARKET PTE. LTD.","345 CLEMENTI AVENUE 5 #01-78, S(120345)","120345",1.317617925,103.769339138502
"40","C02048E000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","144 UPPER BUKIT TIMAH ROAD #B1-01, BEAUTY WORLD CENTRE S(588177)","588177",1.34226293333333,103.776275227826
"41","C02050X000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","3 YUAN CHING ROAD #01-, #01-01A/02 S(618642) #01-01A/02","618642",1.3255272,103.72510385
"42","C02052N000","ridgewood gourmet","Yeo Keng Guan","5 RIDGEWOOD CLOSE, RIDGEWOOD CONDOMINIUM S(276696)","276696",1.316656875,103.778929689732
"43","C02053L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","166 BUKIT BATOK WEST AVENUE 8, #01-256/258 S(650166) #01-256/258","650166",1.347161675,103.742835841312
"44","C02080E000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","61 TEBAN GARDENS ROAD #01-21, S(600061)","600061",12.9810517012653,80.1886474906863
"45","C02104B000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","10 BUKIT BATOK CENTRAL #01-08, S(659958)","659958",1.34919206666667,103.749729566667
"46","C03010C000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 MARITIME SQUARE, HARBOURFRONT CENTRE S(099253) #01-47/48/49/50","099253",1.26434405,103.820225342953
"47","C79031J000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","21 GHIM MOH ROAD #01-177, S(270021)","270021",1.31035715833333,103.788609895503
"48","C85274C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","345 JURONG EAST STREET 31 #01-29, S(600345)","600345",1.345585025,103.731372569652
"49","C99107C000","The Seafood Market Place by Song Fish","SONG FISH DEALER PTE LTD","1 JURONG WEST CENTRAL 2 #B1-26, JURONG POINT SHOPPING CENTRE S(648886)","648886",1.33982677894737,103.706073265246
"50","CE04086K000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","57 DAWSON ROAD #01-01, DAWSON PLACE S(142057)","142057",30.5634771857143,75.1286667571429
"51","CE04334P000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","233 ANG MO KIO AVENUE 3 #01-1168, S(560233)","560233",1.36755775,103.836754965229
"52","CE04558K000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","108 MCNAIR ROAD #01-295, S(321108)","321108",1.321731425,103.859722524999
"53","CE04561V000","-","SHENG SIONG SUPERMARKET PTE LTD","19 SERANGOON NORTH AVENUE 5 #01-01/02, S(554913)","554913",1.3759165,103.87194155
"54","CE05039P000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","201 YISHUN AVENUE 2 #01-03, KHATIB MRT STATION S(769092)","769092",1.41728423333333,103.832940866667
"55","CE05096V000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","316B ANG MO KIO STREET 31 #01-11, MULTI STOREY CAR PARK S(563316)","563316",1.3647722,103.847405
"56","CE05295K000","FairPrice","NTUC FAIRPRICE CO-OPERATIVE LTD","71 KALLANG BAHRU #02-531, S(330071)","330071",1.32098826666667,103.87036975
"57","CE05380X000","LITTLE FARMS","LITTLE FARMS PTE. LTD.","491 RIVER VALLEY ROAD #01-20,#01-20K,#01-24,#01-25, S(248371)","248371",1.29304,103.8269
"58","CE05487V000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JALAN BUKIT MERAH #01-4500, S(150001)","150001",45.75884131,126.647046904959
"59","CE06044N000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","491 RIVER VALLEY ROAD #01-14, VALLEY POINT S(248371)","248371",1.29304,103.8269
"60","CE06464C000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","501 BUKIT TIMAH ROAD #01-02, CLUNY COURT S(259760)","259760",1.3226232,103.814315733333
"61","CE06L48L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","10 SINARAN DRIVE #04-47/48, SQUARE 2 S(307506)","307506",1.32076025,103.844288793338
"62","CE06M36N000","FAIRPRICE XTRA","NTUC FAIRPRICE CO-OPERATIVE LTD","53 ANG MO KIO AVENUE 3 #B2-40, S(569933)","569933",1.36943004166667,103.848352779891
"63","CE07320C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","43 CAMBRIDGE ROAD #01-15, S(210043)","210043",1.3149362,103.8495555
"64","CE07783P000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","88 TANGLIN HALT ROAD #01-10, MULTI STOREY CAR PARK S(141088)","141088",1.30015765,103.801149001395
"65","CE07D83B000","FairPrice","NTUC FAIRPRICE CO-OPERATIVE LTD","5 UPPER BOON KENG ROAD #01-05, MULTI STOREY CAR PARK S(380005)","380005",23.0837312609375,72.5925327439005
"66","CE08015J000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","18/20 KIM TIAN ROAD, KAI FOOK MANSION S(169252)","169252",1.2848173,103.8293513
"67","CE08808B000","swiss butchery","SWISS BUTCHERY PTE LTD","56 TANGLIN ROAD #01-02, S(247964)","247964",1.305588475,103.823083205365
"68","CE08H32N000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","80 LORONG LIMAU #01-191, S(320080)","320080",1.3239037,103.8557634
"69","CE09512V000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","512 BISHAN STREET 13 #01-524, S(570512)","570512",1.349669675,103.849905390181
"70","CE09685B000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","20 GREENWOOD AVENUE, HILLCREST PARK S(289215)","289215",1.3314654,103.8067968
"71","CE09874X000","MINI MART","AL MARCHE PTE. LTD.","2 MARINA BOULEVARD #B1-05, SAIL @ MARINA BAY, THE S(018987)","018987",1.28100058333333,103.852853807184
"72","CE09H10X000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","180 KITCHENER ROAD #B1-09/10, CITY SQUARE MALL S(208539)","208539",1.31026458,103.857352994278
"73","CE10B87J000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","383 BUKIT TIMAH ROAD #01-09A, ALOCASSIA APARTMENTS S(259727)","259727",1.3195729,103.8272994
"74","CE11C49E000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","26 JALAN MEMBINA #01-07, S(161026)","161026",1.2825887,103.8256935
"75","CE11F41C000","FAIRPRICE SHOP","NTUC FAIRPRICE CO-OPERATIVE LTD","150 SILAT AVENUE #01-44, S(160150)","160150",-1.4891276,-77.996699786191
"76","CE11H82X000","KOSHER SHOP","Jewish Welfare Board, Singapore, The","24 WATERLOO STREET #02-01, JEWISH SYNAGOGUE S(187950)","187950",1.29810955,103.8505451
"77","CE11M39P000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","6 SCOTTS ROAD, SCOTTS SQUARE S(228209) #B1-03/07 & #B1-10","228209",63.05885065,17.5677447662469
"78","CE11N90C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","712 ANG MO KIO AVENUE 6 #01-4056, S(560712)","560712",1.37114733333333,103.847090566667
"79","CE11P32L000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 SELETAR ROAD #01-11, GREENWICH, THE S(807011)","807011",46.0442424,27.7716907
"80","CE12096L000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","1 JALAN BERSEH #B1-03/22, NEW WORLD CENTRE S(209037)","209037",1.30768485,103.8573252
"81","CE12546B000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","301 GEYLANG ROAD, BCH@301 S(389344) #01-02, #02-01/02/03/04/05","389344",1.312653,103.8786231
"82","CE12H50C000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","100 TRAS STREET #B1-01, 100 AM S(079027)","079027",1.274730725,103.843569057174
"83","CE12J32X000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","2 ANG MO KIO DRIVE #01-12, ITE COLLEGE CENTRAL S(567720)","567720",1.3775869,103.8563216
"84","CE13539N000","SuperNature","CULINA PTE. LTD.","583 ORCHARD ROAD, FORUM S(238884) #B1-05/06/07/08/09","238884",1.3062381,103.828674
"85","CE13O90C000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","20 AH HOOD ROAD #02-01, S(329984)","329984",1.3270264,103.846538611826
"86","CE13R25C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","447A JALAN KAYU #01-02, S(791447)","791447",1.3922857,103.872673646768
"87","CE13Z03L000","GIANT HYPERFRESH","COLD STORAGE SINGAPORE (1983) PTE LTD","3 TEMASEK BOULEVARD #B1-154,#B1-155,#B1-156, SUNTEC CITY MALL S(038983)","038983",1.29463464210526,103.858533363822
"88","CE13Z38L000","AP","AP HOUSE PTE. LTD.","12 MARINA VIEW #01-06/08, ASIA SQUARE TOWER 2 S(018961) (3 Units: 6, 7 & 8)","018961",1.27833484166667,103.85066870428
"89","CE13Z98K000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","808 FRENCH ROAD #01-01, KITCHENER COMPLEX S(200808)","200808",1.3088142,103.861887963943
"90","CE14938E000","SONG FISH- SEAFOOD MARKET PLACE","SONG FISH DEALER PTE LTD","133 NEW BRIDGE ROAD #B1-26, CHINATOWN POINT S(059413)","059413",1.285148175,103.844765478484
"91","CE14G71E000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","16 ENGGOR STREET, ALTEZ S(079717) (UNITS: #01-05/06/07/08)","079717",1.27472621666667,103.844387176509
"92","CE14G73B000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","12 KALLANG AVENUE #01-47, APERIA S(339511)","339511",1.30993596666667,103.864171633333
"93","CE14L50J000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","33 SENGKANG WEST AVENUE #B2-24, THE SELETAR MALL S(797653)","797653",1.39151056,103.876046522977
"94","CE15023A000","GW MINIMART","GW TRADER PTE. LTD.","8 SELETAR NORTH LINK #G1-03, PPT LODGE 1A S(797455)","797455",46.0414767,-64.7170102
"95","CE15577J000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","442 ORCHARD ROAD #B1-01/11, ORCHARD HOTEL S(238879)","238879",1.3076005,103.828574
"96","CE15695V000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","279 SENGKANG EAST AVENUE #01-06, MULTI STOREY CAR PARK S(540279)","540279",1.3862198,103.892966525
"97","CE15B61K000","U Stars Supermarket","U STARS SUPERMARKET PTE. LTD.","330 ANCHORVALE STREET #01-01, S(540330)","540330",46.55352,24.56412315
"98","CE15F60K000","HUBER'S","HUBER'S PTE. LTD.","22 DEMPSEY ROAD, 1st & 2nd storey S(249679) 1st & 2nd storey","249679",1.3068745,103.81012665
"99","CE15G35E000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","20 LENGKOK BAHRU #01-13, S(159053)","159053",1.28683451,103.814725375077
"100","CE15J25N000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","85 DAWSON ROAD #01-01, MULTI STOREY CAR PARK S(141085)","141085",1.295408075,103.809825663061
"101","CE16913J000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","473 FERNVALE STREET #01-06, FERNVALE RIVERGROVE S(790473)","790473",1.3978169,103.881529248802
"102","CE16E64A000","HAO MART","HAO MART PTE. LTD.","106 HENDERSON CRESCENT #01-47, HENDERSONVILLE S(150106)","150106",40.4478522,71.7893542977352
"103","CE16I13V000","IROHA MART","IROHA INTERNATIONAL PTE. LTD.","68 ORCHARD ROAD #B2-17,#B2-18, PLAZA SINGAPURA S(238839)","238839",1.3002758125,103.845053603924
"104","CE16K18V000","FAIRPRICE SHOP","NTUC FAIRPRICE CO-OPERATIVE LTD","574 ANG MO KIO AVENUE 10 #01-1847, S(560574)","560574",1.370996325,103.856415777154
"105","CE16M43E000","LITTLE FARMS","LITTLE FARMS PTE. LTD.","7 WALLICH STREET #B2-06, TANJONG PAGAR CENTRE S(078884)","078884",1.2767691,103.8450443
"106","CE17174A000","TASTE SINGAPORE","TASTE (SINGAPORE) PRIVATE LIMITED","118 HOLLAND AVENUE #B1-01/10, RAFFLES HOLLAND V S(278997)","278997",1.310504,103.7960417
"107","CE17E43B000","HAO MART","HAO MART PTE. LTD.","410A SIN MING AVENUE #01-02, MULTI STOREY CAR PARK S(571410)","571410",1.3633483,103.8355783
"108","CE17F56J000","IROHA MART","IROHA INTERNATIONAL PTE. LTD.","133 NEW BRIDGE ROAD #B1-11, CHINATOWN POINT S(059413)","059413",1.285148175,103.844765478484
"109","CE17J36N000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","5 STRAITS VIEW #B2-15/16, THE HEART S(018935)","018935",1.27719186666667,103.8524436
"110","CE17K55B000","FAIRPRICE SHOP","NTUC FAIRPRICE CO-OPERATIVE LTD","30 BENDEMEER ROAD #01-871, BENDEMEER VILLE S(330030)","330030",1.3192665,103.864023112734
"111","CE17L45A000","DON DON DONKI","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","181 ORCHARD ROAD #B2-01/03,#B2-23/48, ORCHARD CENTRAL S(238896)","238896",1.30069492777778,103.839792025085
"112","CE17M26A000","HAO MART","HAO MART PTE. LTD.","17 JALAN TENTERAM #01-128, S(321017)","321017",63.01822095,18.1419021601836
"113","CE17M36X000","HAO MART","HAO MART PTE. LTD.","146 JALAN BUKIT MERAH #01-1074, S(160146)","160146",1.277857825,103.830855535297
"114","CE17P14L000","SF FARM MART","SF (313) PTE. LTD.","3 TEMASEK BOULEVARD #01-616,#01-617, SUNTEC CITY MALL S(038983)","038983",1.29463464210526,103.858533363822
"115","CE17Q32B000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","417 FERNVALE LINK #01-11, MULTI STOREY CAR PARK S(790417)","790417",1.391627175,103.879920079173
"116","CE17Q33A000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","338 ANCHORVALE CRESCENT #01-11, MULTI STOREY CAR PARK S(540338)","540338",1.39911465,103.889695919748
"117","CE18A78X000","DON DON DONKI","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","100 TRAS STREET #02-22/26,#03-01/05,#02-01/05,#03-19/23, 100 AM S(079027)","079027",1.274730725,103.843569057174
"118","CE18G73N000","HAO MART","HAO MART PTE. LTD.","91 TELOK BLANGAH STREET 31 #01-02,#01-03,#01-04, S(100091)","100091",40.00004564375,116.303181696139
"119","CE18I13C000","LITTLE FARMS","LITTLE FARMS PTE. LTD.","3 LORONG LIPUT #01-04,#01-05,#01-06, HOLLAND VILLAGE CORNER S(277725)","277725",1.3106914,103.7951796
"120","CE18P85X000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","111 SOMERSET ROAD #01-01/02,#01-21/30, TRIPLEONE SOMERSET S(238164)","238164",1.30011845,103.8374097062
"121","CE18R47X000","PRIME SUPERMARKET","PRIME SUPERMARKET (1996) PTE LTD","991 BUANGKOK LINK #01-28, MULTI STOREY CAR PARK S(530991)","530991",1.3840207,103.882101502731
"122","CE18R71X000","Your Grocer","YOUR GROCER PRIVATE LIMITED","34 JALAN BUKIT HO SWEE #01-870, THE BEO CRESCENT S(160034)","160034",59.20002911875,39.8299692455356
"123","CE18T11J000","JO BY COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","8A MARINA BOULEVARD #B2-44-50, MARINA BAY LINK MALL S(018984)","018984",1.28028474,103.853630642528
"124","CE18T88K000","DON DON DONKI","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","180 KITCHENER ROAD #B2-07,#B2-17,#B2-18,#B2-06, CITY SQUARE MALL S(208539)","208539",1.31026458,103.857352994278
"125","CE18W55K000","HAO MART","HAO MART PTE. LTD.","803 KING GEORGE'S AVENUE #01-168, S(200803)","200803",1.3087755,103.8608787
"126","CE19351J000","Jasons Deli By Cold Storage","COLD STORAGE SINGAPORE (1983) PTE LTD","2 BAYFRONT AVENUE #01-29, MARINA BAY SANDS S(018972)","018972",1.28467977222222,103.858947778125
"127","CE19392L000","CULINA","CULINA PTE. LTD.","15 DEMPSEY ROAD, S(249675)","249675",1.30530383,103.810052447383
"128","CE19799X000","SUZYAMEER FROZEN","SUZYAMEER FROZEN PTE. LTD.","991 BUANGKOK LINK #01-24/25, MULTI STOREY CAR PARK S(530991)","530991",1.3840207,103.882101502731
"129","CE19878A000","DON DON DONKI","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","10 SINARAN DRIVE #B1-01/85, SQUARE 2 S(307506)","307506",1.32076025,103.844288793338
"130","CE19910L000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","107 NORTH BRIDGE ROAD #B1-10, S(179105)","179105",1.2914075,103.850130867229
"131","CE19987N000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","51 UPPER SERANGOON ROAD #01-30-32,#01-41-49, THE POIZ CENTRE S(347697)","347697",1.3314550375,103.868512880924
"132","CE19A43K000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","351 ANCHORVALE ROAD #01-05, MULTI STOREY CAR PARK S(540351)","540351",46.53041334,24.55379532
"133","CE19H85N000","DON DON DONKI","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","6 EU TONG SEN STREET #B1-11-24,#B1-27B,#B1-28A,#B1-27A,#B1-27C,#B1-27E,#B1-28,#B1-27,#B1-27D,#B1-28B,#B1-44-51, THE CENTRAL S(059817)","059817",1.288953465,103.84662331544
