"","licence_numbers","business_name","name_of_license","premise_address","postcodes","lat","long"
"404","SW05008N000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","638 JURONG WEST STREET 61 #03-01, PIONEER MALL S(640638)","640638",49.60431015,15.260752408268
"405","SW05051J000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","720 CLEMENTI WEST STREET 2 #01-144, S(120720)","120720",1.30241055,103.763774967228
"406","SW06322N000","-","Oh Beng Guan","395A BUKIT BATOK WEST AVENUE 5 #03-10, MULTI STOREY CAR PARK S(651395)","651395",1.36434336666667,103.7519780019
"407","SW06590A000","FAIRPRICE XTRA","NTUC FAIRPRICE CO-OPERATIVE LTD","1 HARBOURFRONT WALK #01-23,#B1-23, VIVOCITY S(098585)","098585",1.26428992142857,103.822079882543
"408","SW07070J000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)","650284",1.34675295,103.757298310208
"409","SW07209E000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","7 JURONG WEST AVENUE 5, S(649486)","649486",1.3487508,103.7032901
"410","SW07331C000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","352 CLEMENTI AVENUE 2 #01-91&99, S(120352)","120352",1.31485926666667,103.77142844271
"411","SW07481A000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","28 DOVER CRESCENT #01-83, MULTI STOREY CAR PARK S(130028)","130028",1.30479757857143,103.781590317801
"412","SW08807K000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","154 WEST COAST ROAD, WEST COAST PLAZA S(127371) #B1-19","127371",1.30358343571429,103.765773080529
"413","SW08821N000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","140 TECK WHYE LANE #01-351, S(680140)","680140",1.379954475,103.753133261539
"414","SW08907C000","GOWRIS GLOBAL MARKETING","GOWRI'S GLOBAL MARKETING PTE. LTD.","555 UPPER JURONG ROAD #01-02, S(638368)","638368",1.32888785,103.6770993
"415","SW08A59X000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","63 JURONG WEST CENTRAL 3, JURONG POINT SHOPPING CENTRE S(648331) #03-01","648331",1.339285225,103.705743475
"416","SW09032C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","21 CHOA CHU KANG NORTH 6 #B1-01-07, YEW TEE POINT S(689578)","689578",9.3735122,76.5209720140993
"417","SW09133X000","LOCH GROCER","LOCH GROCER PTE. LTD.","503 JURONG WEST AVENUE 1 #01-847, S(640503)","640503",1.3501155,103.718261114057
"418","SW09285K000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","61 CHOA CHU KANG DRIVE #01-01, YEW TEE MRT STATION S(689715)","689715",1.39743156666667,103.747340133333
"419","SW09288C000","SADIA SUPERMARKET & TRADING","SADIA SUPERMARKET & TRADING (S) PTE. LTD.","14 TECH PARK CRESCENT #01-02, S(638118)","638118",1.31073235,103.630186306676
"420","SW09426V000","phang nee","PHANG NEE ENTERPRISE PTE. LTD.","2D JALAN PAPAN #01-04, S(619415)","619415",1.32116275,103.73008566117
"421","SW10A16E000","FAIRPRICE FINEST","NTUC FAIRPRICE CO-OPERATIVE LTD","3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL S(129588) #B1-12/13/14","129588",1.31514999545455,103.764547662661
"422","SW11423N000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","18 TECK WHYE LANE #01-95, S(680018)","680018",48.5754616416667,135.047765490045
"423","SW11452C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","78A TELOK BLANGAH STREET 32 #01-01, MULTI STOREY CAR PARK S(101078)","101078",1.27343895,103.808798901669
"424","SW11A26P000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","460 ALEXANDRA ROAD, MTOWER S(119963) #01-09 & #01-16","119963",1.27384401818182,103.8014262164
"425","SW12C98J000","DON DON DONKI","PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.","2 JURONG EAST CENTRAL 1 #B1-12, JCUBE S(609731)","609731",49.7594372,18.0778861684101
"426","SW12F58E000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","352 CLEMENTI AVENUE 2 #01-141, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)","120352",1.31485926666667,103.77142844271
"427","SW12G70J000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","101 CLEMENTI ROAD #01-01, KENT VALE ESTATE, NUS S(129787)","129787",1.3017518,103.7695285
"428","SW12G71E000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 COVE AVENUE, SENTOSA COVE ARRIVAL PLAZA S(098537) #02-07/08/09/10","098537",1.2471873375,103.839704594223
"429","SW12H20A000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","498 JURONG WEST STREET 41, #01-434/436/438 S(640498) #01-434/436/438","640498",1.3486818625,103.724327083444
"430","SW12J94X000","J MART","TANESEI TRADING PTE. LTD.","1 VISTA EXCHANGE GREEN #B1-28, THE STAR VISTA S(138617)","138617",1.30694555,103.788205833065
"431","SW12J97L000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 VISTA EXCHANGE GREEN, THE STAR VISTA S(138617) #B1-35/36 AND 02","138617",1.30694555,103.788205833065
"432","SW12L48X000","AJMAL TRADE MART","AJMAL TRADE MART PTE. LTD.","12 KRANJI ROAD, KRANJI LODGE ONE S(739522) 1ST STOREY","739522",1.4308264,103.759729871877
"433","SW12M64L000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","25 GHIM MOH LINK #01-11, S(270025)","270025",1.30815626666667,103.786237384446
"434","SW12M67E000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","420A CLEMENTI AVENUE 1 #01-01, S(121420)","121420",1.310068875,103.768732371114
"435","SW12N25V000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","31 OCEAN WAY #01-26/27, QUAYSIDE ISLE, SENTOSA S(098375)","098375",1.2473939625,103.841933948177
"436","SW12O05A000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","502 WEST COAST DRIVE #01-41, S(120502)","120502",11.476319,104.8236934
"437","SW13245V000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","1 LOWER KENT RIDGE ROAD #02-16, ONE@KENTRIDGE S(119082)","119082",1.2940655,103.7845459
"438","SW13Q24X000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)","650280",1.347728575,103.757079034785
"439","SW13T12J000","FAIRPRICE XTRA","NTUC FAIRPRICE CO-OPERATIVE LTD","50 JURONG GATEWAY ROAD #B1-21/22, JEM S(608549)","608549",1.334795625,103.754223937565
"440","SW13W88P000","HAO MART","HAO MART PTE. LTD.","3 GATEWAY DRIVE #B2-01, WESTGATE S(608532)","608532",1.33418643333333,103.742952797225
"441","SW14484J000","SRI MURUGAN TRADING","SRI MURUGAN TRADING PTE. LTD.","48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)","608586",1.33683116666667,103.75430375529
"442","SW14542A000","HILLVIEW MARKET PLACE","COLD STORAGE SINGAPORE (1983) PTE LTD","4 HILLVIEW RISE #02-07, HILLV2 S(667979)","667979",1.36328785,103.764417662685
"443","SW14633X000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","2 BUKIT BATOK WEST AVENUE 7 #01-10, HomeTeamNS BUKIT BATOK CLUBHOUSE S(659003)","659003",1.36591293333333,103.749522338644
"444","SW14951X000","WAREHOUSE CLUB","NTUC FAIRPRICE CO-OPERATIVE LTD","1 JOO KOON CIRCLE #03-21, FAIRPRICE HUB S(629117)","629117",1.32678539166667,103.678469941102
"445","SW14A33P000","VINAYAK TRADERS","VINAYAK TRADERS PTE. LTD.","27 PENJURU WALK #01-08/09, PENJURU RECREATION CENTRE S(608538)","608538",1.318676,103.73308085
"446","SW14A98C000","Gurus Supermarket","GURU'S MARKETING PTE. LTD.","27 PENJURU WALK #01-15, PENJURU RECREATION CENTRE S(608538)","608538",1.318676,103.73308085
"447","SW15051V000","archana","ARCHANA PROVISION STORES PTE. LTD.","27 PENJURU WALK #01-06/07, PENJURU RECREATION CENTRE S(608538)","608538",1.318676,103.73308085
"448","SW15796X000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","533 CHOA CHU KANG STREET 51 #01-11, LIMBANG SHOPPING CENTRE (HDB) S(680533)","680533",10.5790486666667,76.0514113153053
"449","SW15968N000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","37 TEBAN GARDENS ROAD, #01-304/305/306 S(600037) #01-304/305/306","600037",13.0828043863636,80.1717196950593
"450","SW15D03B000","PRIME SUPERMARKET","PRIME SUPERMARKET (1996) PTE LTD","50 NANYANG AVENUE #NS3-01-27,#NS3-01-28,#NS3-01-26, NORTH SPINE , NTU S(639798)","639798",1.34513498571429,103.681807271081
"451","SW16126J000","TUAS SOUTH MINIMART","TUAS SOUTH MINIMART PTE. LTD.","6 TUAS SOUTH STREET 15 #01-102,#01-109,#01-110,#01-111, CDPL (TUAS) DORMITORY S(636906)","636906",12.0107341,78.6386378
"452","SW16735N000","-","GURU'S MARKETING PTE. LTD.","1 JALAN PAPAN #01-32,#01-31, S(619392)","619392",1.320662,103.7273372
"453","SW16814X000","VINAYAK TRADERS","VINAYAK TRADERS PTE. LTD.","1 JALAN PAPAN #01-33,#01-34, S(619392)","619392",1.320662,103.7273372
"454","SW16815P000","-","PHAN NEE INVESTMENTS (S) PTE. LTD.","500 OLD CHOA CHU KANG ROAD #01-02, S(698928)","698928",1.3721737,103.722075663218
"455","SW16921N000","CHENNAI TRADING & SUPERMARKET","CHENNAI TRADING & SUPERMART PTE. LTD.","1 JALAN PAPAN #01-35,#01-36, S(619392)","619392",1.320662,103.7273372
"456","SW16B52K000","AJMAL TRADING GROUP","AJMAL  TRADING GROUP PTE. LTD.","5 JALAN PAPAN #01-32, ASPRI-WESTLITE PAPAN S(619396)","619396",49.3446657,15.1792882682581
"457","SW16D52V000","U Stars Supermarket","U STARS PTE. LTD.","810 CHOA CHU KANG AVENUE 7 #01-01, MULTI STOREY CAR PARK S(680810)","680810",1.3739577,103.746242572954
"458","SW16D83E000","FAIRPRICE SHOP","NTUC FAIRPRICE CO-OPERATIVE LTD","249 JURONG EAST STREET 24 #01-106, S(600249)","600249",23.4870952,120.46181561386
"459","SW16E98J000","PHANNEE SUPERMART","PHAN NEE INVESTMENTS (S) PTE. LTD.","500 OLD CHOA CHU KANG ROAD #01-21, S(698924)","698924",1.3767771,103.718535780769
"460","SW17592A000","The Seafood Market Place by Song Fish","SONG FISH DEALER PTE LTD","50 JURONG GATEWAY ROAD #B1-43,#B1-44, JEM S(608549)","608549",1.334795625,103.754223937565
"461","SW17728C000","U STARS MEGAMART","U STARS PTE. LTD.","817 KEAT HONG LINK #01-14, MULTI STOREY CAR PARK S(680817)","680817",1.3771548,103.749411069786
"462","SW17E56V000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 FUSIONOPOLIS WAY #B2-03, CONNEXIS S(138632)","138632",1.29928566666667,103.787516359122
"463","SW18581V000","THE QUALITYMART DEPOT","THE QUALITYMART DEPOT PTE. LTD.","180 DEPOT ROAD #01-04, INTERLACE, THE S(109684)","109684",1.2818153,103.803029315191
"464","SW18A30L000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","440 BUKIT BATOK WEST AVENUE 8 #01-10, MULTI STOREY CAR PARK S(650440)","650440",1.355595025,103.739254660861
"465","SW18A40J000","GIANT EXPRESS","COLD STORAGE SINGAPORE (1983) PTE LTD","35 STUDENTS WALK, NTU CANTEEN 2 S(639548)","639548",1.3481032,103.6855222
"466","SW18F69X000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","451 BUKIT BATOK WEST AVENUE 6 #01-10, MULTI STOREY CAR PARK S(650451)","650451",1.35299265,103.743917544803
"467","SW19869J000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)","650292",1.34495821,103.755010948304
"468","SW19934B000","The Seafood Market Place by Song Fish","SONG FISH DEALER PTE LTD","1 HARBOURFRONT WALK #B2-23A, VIVO CITY S(098585)","098585",1.26428992142857,103.822079882543
"469","W02065N000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","101 THOMSON ROAD #B1-52, UNITED SQUARE S(307591)","307591",1.31727627222222,103.843561006079
"470","W02066L000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)","278967",1.310386025,103.795503125
"471","W02068J000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","1 KIM SENG PROMENADE #B1-139,#B1-140,#B1-141, GREAT WORLD CITY S(237994)","237994",1.29340631153846,103.832105580271
"472","W02070V000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","290 ORCHARD ROAD #B1-14/15, THE PARAGON S(238859)","238859",1.30365702142857,103.835699494882
"473","W02071X000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","391A ORCHARD ROAD #B2-01, NGEE ANN CITY TOWER A S(238873)","238873",1.30236368888889,103.835173988889
"474","W02072P000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","302 TIONG BAHRU ROAD #B1-01, TIONG BAHRU PLAZA S(168732)","168732",1.28637518,103.827419
"475","W02073N000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","163 TANGLIN ROAD #B1-02/03, TANGLIN MALL S(247933)","247933",1.30494302,103.823653314366
"476","W02074L000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","238 THOMSON ROAD #01-27,#01-28,#01-29,#01-30,#01-82,#01-83, NOVENA SQUARE S(307683)","307683",1.32009852222222,103.843870688733
"477","W02075K000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","230 VICTORIA STREET #B1-16, BUGIS JUNCTION S(188024)","188024",1.299815225,103.85579085
"478","W02076J000","fish supplier","HONG HENG SENG","5 BANDA STREET #03-92, S(050005)","050005",43.2466932102428,76.8759943332057
"479","W02078C000","ISETAN","ISETAN (SINGAPORE) LIMITED","350 ORCHARD ROAD #B1-00, SHAW HOUSE S(238868)","238868",1.3057161125,103.831636915027
"480","W02080P000","Market Place","COLD STORAGE SINGAPORE (1983) PTE LTD","252 NORTH BRIDGE ROAD #B1-01, RAFFLES CITY SHOPPING CENTRE S(179103)","179103",1.29393027,103.853175833994
"481","W02081N000","thai supermarket","Loh Nyen Yiu","5001 BEACH ROAD #02-64, GOLDEN MILE COMPLEX S(199588)","199588",1.3028424,103.8653096
"482","W02083K000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","166 BUKIT MERAH CENTRAL #01-3527, BUKIT MERAH AREA OFFICE S(150166) 02-3531","150166",1.28291895,103.81758655
"483","W02086C000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","50 HAVELOCK ROAD #01-755, S(160050)","160050",42.32641825,69.5725181868983
"484","W02088A000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","68 ORCHARD ROAD #B2-15/16, PLAZA SINGAPURA S(238839)","238839",1.3002758125,103.845053603924
"485","W02092J000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","5 TANJONG PAGAR PLAZA #01-01, S(081005)","081005",1.2762681,103.843029144064
"486","W02096A000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","81 CLEMENCEAU AVENUE #02-18, S(239917)","239917",1.29200873333333,103.842645866667
"487","W02100V000","-","NG CHAI SENG","109 BUKIT PURMEI ROAD #01-155, S(090109)","090109",-2.2173843,-79.8934201999227
"488","W02140C000","HAO MART","HAO MART PTE. LTD.","200 TURF CLUB ROAD #01-01, THE GRANDSTAND S(287994)","287994",1.3383218,103.79341836
"489","W02239E000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","131 KILLINEY ROAD #01-01,02, ORCHARD GRAND COURT S(239571)","239571",1.297509675,103.838353855174
"490","W02332N000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","52 CHIN SWEE ROAD #01-25, S(160052)","160052",1.287070175,103.841589498362
"491","W02430L000","THE FISHWIVES","THE FISHWIVES PTE. LTD.","501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)","259760",1.3226232,103.814315733333
"492","W70029L000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","170 STIRLING ROAD #01-1147, S(140170)","140170",55.4226635140909,38.2614827590583
"493","W72014K000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","86 REDHILL CLOSE #01-610, S(150086)","150086",1.2869001,103.8184225
"494","W74072X000","GIANT","COLD STORAGE SINGAPORE (1983) PTE LTD","8 TELOK BLANGAH CRESCENT #01-171, S(090008)","090008",1.2773639,103.8192204
"495","W89166E000","COLD STORAGE","COLD STORAGE SINGAPORE (1983) PTE LTD","176 ORCHARD ROAD #B1-09/11, CENTREPOINT SHOPPING COMPLEX S(238843)","238843",1.3017766,103.83975115
"496","W90084A000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","133 NEW BRIDGE ROAD #B1-01, CHINATOWN POINT S(059413)","059413",1.285148175,103.844765478484
"497","B03078N000","Fish market","ROSWELL ENTERPRISE PTE. LTD.","34 GREENWOOD AVENUE, S(289236)","289236",42.48044465,-71.0631402868022
"498","C02032A000","LOTUS GROCERY","LOTUS GROCERY","15 ENG KONG TERRACE, ENG KONG PARK S(598987)","598987",1.3363845,103.768384598242
"499","CE07705A000","FPXpress","CHEERS HOLDINGS (2004) PTE. LTD.","30 GREENWOOD AVENUE, HILLCREST PARK S(289230)","289230",42.4801164,-71.0630377061467
"500","CE09744N000","-","yeo hock heng","5 ALJUNIED ROAD, S(389797)","389797",1.3310965,103.8789881
"501","CE09902A000","-","NG LIAN TEE","7 GREENDALE AVENUE, GREENDALE COURT S(289504)","289504",-43.5133833,172.5622563
"502","CE10085L000","PRB TRADING","PRB TRADING PTE. LTD.","230 GEYLANG ROAD, #B1-01 & #01-01 S(389290)","389290",1.31329,103.8831192
"503","CE10637N000","FAMILY NEEDS","FAMILY NEEDS PTE. LTD.","64 RANGOON ROAD, R66 APARTMENTS S(218354)","218354",1.318101,103.8521916
"504","CE10I13B000","FOODIE MARKET PLACE","FOODIE MARKET PLACE PTE. LTD.","225 OUTRAM ROAD, S(169038)","169038",1.2857686,103.8348451
"505","CE11B47P000","HAO MART","HAO MART PTE. LTD.","32 LORONG 11 GEYLANG, S(388724)","388724",1.3125954,103.8771187
"506","CE12V01C000","HAO MART","HAO MART PTE. LTD.","16 JALAN KURAS, SEMBAWANG HILLS ESTATE S(577729)","577729",1.3730895,103.829646549785
"507","CE13S05E000","LABIBA ENTERPRISE","HAMINI PTE. LTD.","249 JALAN KAYU, S(799473)","799473",1.39656305,103.87284935
"508","CE14Q85A000","B&S MINIMART","B & S MINI MART PTE. LTD.","310 GEYLANG ROAD, S(389349)","389349",1.3124748,103.879616264831
"509","E98161V000","FAIRPRICE","NTUC FAIRPRICE CO-OPERATIVE LTD","255 EAST COAST ROAD, S(428932)","428932",1.3125402,103.9244395
"510","J87134E000","G & G WHOLESALE & MARKETING","BALASUBRAMANIYAN KANNADASAN","257 KRANJI ROAD, 1ST STOREY S(739503) 1ST STOREY","739503",1.4315527,103.7556496
"511","NE11808L000","BENG POH MINI MART","BENG POH MINI MART","21B TAMPINES AVENUE, S(529804)","529804",1.367493,103.9280393
"512","NW14006E000","de esperto minimart","DE ESPERTO MINIMART PTE. LTD.","190 WOODLANDS INDUSTRIAL PARK E7, S(757178)","757178",1.450562,103.7955344
"513","NW15264K000","RYAN'S GROCERY","ALTERNATIVE SELECTION PTE. LTD.","29 BINJAI PARK, BINJAI PARK S(589831)","589831",1.3365912,103.7870387
"514","NW16634L000","HAO MART","HAO MART PTE. LTD.","205 PETIR ROAD #01-595, S(670205)","670205",1.3734374,103.7739656
"515","NW17699N000","GREEN VENTURES","CUTECH GREEN VENTURES PTE. LTD.","10 WOODLANDS INDUSTRIAL PARK E1, S(757733)","757733",1.453898,103.7962922
"516","SCE19004X000","MURUGAN TRADERS","MURUGAN TRADERS PTE. LTD.","88 DESKER ROAD, S(209610)","209610",1.3084869,103.85575765
"517","SCE19016K000","The Iron Grocer","THE IRON GROCER PTE. LTD.","225 LAVENDER STREET, (FIRST STOREY) S(338776) (FIRST STOREY)","338776",1.31473775,103.859492546092
"518","SCE20053X000","PANDANOW","DELIVERY HERO STORES (SINGAPORE) PTE. LTD.","265/267 OUTRAM ROAD, (265/267 OUTRAM ROAD) S(169059) (PART-OF)","169059",1.2857686,103.8348451
"519","SCE20118X000","-","TAM KAH SHARK'S FIN PTE. LTD.","28 JALAN KELULUT, SELETAR HILLS ESTATE S(809045)","809045",1.3829571,103.8767596
"520","SCE21023A000","MEATMAN","GROCER@EMPRESS PTE. LTD.","17 JASMINE ROAD, ADELPHI PARK ESTATE S(576585) (1st Storey)","576585",42.1469416,-71.470705106135
"521","SE06465L000","sing hiong market bakery","TAN PAK NANG","387 UPPER ALJUNIED ROAD, S(367872)","367872",1.3375018,103.8732946
"522","SE11136C000","I-TEC SUPERMART","I-TEC SUPERMART PTE LTD","498/500 GEYLANG ROAD, GREEN COURT S(389456)","389456",1.3137574,103.8854915
"523","SE12F88V000","SARATHI STORE","SARATHI STORES PTE. LTD.","91 UPPER PAYA LEBAR ROAD, S(534821)","534821",1.3374754,103.887017976835
"524","SE18184V000","HAO MART","HAO MART PTE. LTD.","448/450 GEYLANG ROAD, S(389407)","389407",1.3158546,103.8959671
"525","SNW19010X000","PRIME SUPERMARKET","PRIME SUPERMARKET (1996) PTE LTD","365 SEMBAWANG CRESCENT #01-01, S(750365)","750365",1.4470465,103.8297249
"526","SNW19021L000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","202 MARSILING DRIVE #01-138,#01-150, S(730202)","730202",1.44298035,103.774979154897
"527","SNW20026V000","SHENG SIONG SUPERMARKET","SHENG SIONG SUPERMARKET PTE LTD","6 MANDAI LINK, CMM Marketing Management Pte Ltd S(728652)","728652",1.4114978,103.7573728
"528","SNW20076A000","Neue Mart","NM EK PTE. LTD.","19 ENG KONG TERRACE, ENG KONG PARK S(598991)","598991",1.3363728,103.768224898242
"529","SNW20086X000","THYME TO MEAT","THYME TO MEAT PRIVATE LIMITED","27 ENG KONG TERRACE, ENG KONG PARK (1st Storey) S(598999)","598999",1.3361953,103.7683488
"530","SNW20106A000","CHENNAI TRADING & SUPERMART","CHENNAI TRADING & SUPERMART PTE. LTD.","100 SEMBAWANG DRIVE #01-15, COCHRANE RECREATION CENTRE S(756998)","756998",1.4672027,103.8101772
"531","SSE19017X000","7mall shop","7MALL.SHOP PTE. LTD.","447 CHANGI ROAD, S(419875)","419875",1.31912965,103.912108224454
"532","SSE20034L000","BNM TRADING","BNM TRADING PTE. LTD.","269 JOO CHIAT ROAD, S(427523)","427523",1.3130702,103.8997753
"533","SSE20037E000","al forno","AL FORNO (EAST COAST) PTE LTD","693 EAST COAST ROAD, FRANKEL ESTATE S(459058)","459058",-36.7214712,174.7240744
"534","SSE20041N000","Ever+","Sun Rui","184 EAST COAST ROAD #01-, S(428890)","428890",1.3068282,103.906543
"535","SSE21015K000","The Alaska Guys","THE ALASKA GUYS PTE. LTD.","32 SIGLAP DRIVE, FRANKEL ESTATE S(456157) (1st storey)","456157",1.31599605,103.919649
"536","SSE21027B000","JINJI FRESH MART","JINJI FRESH MART PTE. LTD.","676 GEYLANG ROAD, S(389603) (1ST STOREY)","389603",1.3145346,103.890411145405
"537","SSE21053V000","Baggie's Deli","BAGGIE'S PTE. LTD.","236 JOO CHIAT ROAD, S(427493) Level 1","427493",1.3130702,103.8997753
"538","SSW19009N000","SVS DISTRIBUTION (Level 1)","SVS DISTRIBUTION PTE. LTD.","129 TUAS VIEW SQUARE, WESTLINK TECHPARK S(637741)","637741",1.30115755,103.628167607804
"539","SW07E27X000","KINGSMART","KINGSMART PTE. LTD.","30 30 PENJURU PLACE, 01-07, S(608557)","608557",1.3158779,103.7315636
"540","SW15681P000","NSP SUPER MART","NPS IMPEX PTE. LTD.","21 TUAS VIEW SQUARE, (PART OF) S(637640) (PART OF)","637640",1.29896675,103.627495546645
"541","SW18715E000","SEOUL BUTCHERY","SEOUL BUTCHERY PTE. LTD.","13 YUK TONG AVENUE, CHUN TIN COURT S(596318)","596318",1.3451905,103.7718714
"542","SW18B79P000","-","MURUGAN TRADERS PTE. LTD.","9 TRACTOR ROAD, S(627970)","627970",32.946818836247,-105.96842529662
"543","W03142N000","Mustafa Singapore","MUSTAFA HOLDINGS PTE LTD","147 SYED ALWI ROAD, S(207706)","207706",1.3098165,103.8557141755
